Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
282.0,-0.356466189895633,0.72541751522233922,1.97174888880699,0.83134271510312285,0.36968143455457897,-0.107776262637238,0.75160990401556,-0.12016626006370801,-0.42067496794690296,-0.0599432188183031,-0.508270231790023,0.425506043041155,0.41430924445895395,-0.698375266726369,-1.46534865127239,-0.11900862525975699,-0.144735012716226,-1.33222124868776,-1.5474404930952599,-0.13360212033595698,0.0208037896947035,0.424311754701893,-0.015989128605843998,0.466754445207633,-0.809962007197632,0.65733441523423408,-0.0431501856619478,-0.0464013951451372,0.0,0
380.0,-1.29983679037626,0.88181746380940007,1.4528418792573,-1.29369833187415,-0.025104981110272002,-1.170102626414,0.861610195375755,-0.193933516387003,0.59200094656456492,0.241978857934286,0.14497330143481502,-0.58389128427118009,-1.59534531490549,0.0326128857482741,0.75283385736552788,-0.0942863738983986,-0.16342701943749,-1.11117601351647,-1.1240245898857,0.0659790095339547,-0.272562732384431,-0.36085303848527295,0.223911214832993,0.59892962219559309,-0.397704637946507,0.637140781064769,0.234872284466863,0.0213787930408803,0.0,0
403.0,1.23741280400293,0.512364829919811,0.687745559627426,1.69387239409344,-0.236322621630244,-0.650231739782802,0.118066209111006,-0.23054531565581698,-0.80852253219465,0.511283784239812,-0.178158848397017,0.762909090947204,1.7009232605143703,-0.13386062447599198,0.40241775336702207,0.684668257160155,-0.609395281881646,-0.70427652309504585,-0.72072551342314217,-0.0067161988722285295,-0.0775430475419849,-0.178219658173706,0.0387221901855188,0.47121814991472705,0.289248688110515,0.87180308027964393,-0.0668838649601837,0.0129863793094679,0.0,0
430.0,-1.8602576921529799,-0.629858920058775,0.96657044776229006,0.844632076311716,0.75998266240182211,-1.4811729034822199,-0.509681452204136,0.540722084608081,-0.733623387939623,-0.371621504466433,0.859741162489679,0.37260884000575,-1.24018476590577,0.99839132888018589,-0.34638712534557,-0.391678582539051,0.348289432299279,0.28212476552471993,1.1658931653446398,0.32044962522685,0.268027795908505,0.125515236056546,-0.22502853542401702,0.586664442562558,-0.0315980821137267,0.570168024306224,-0.0430074855159307,-0.22373947952524498,0.0,0
711.0,-0.431349344181742,1.0276943686964002,2.67081622589653,2.08478703855765,-0.27456734571551106,0.286856036075343,0.15210974930542498,0.20087166142106,-0.596505290536088,0.0222241406011005,-0.99367433415486206,0.244681424095308,0.71184559188447416,-0.666973041865272,-0.600266716128698,0.480204121812359,-0.43858179594792795,-0.11947466688116601,-0.6815386138625,-0.0578863785979058,0.0012413375474905099,0.154170368665755,-0.141532539765732,0.38461019468186797,-0.147132473946542,-0.0871001428735367,0.101116884267388,0.0779438704778934,0.0,0
804.0,1.18169674230131,-0.00790838253075205,-0.0668453869489299,1.53222301820395,1.72883164214326,4.40988461711759,-1.13881579973017,1.1646445000658001,-0.0205784463321227,0.554215865529178,-0.729227342877205,-0.0106978368353561,-0.0135860907766805,-0.272330444031316,-0.114822674501081,0.94745098702775787,-0.91465512850518094,0.24524422530870396,-0.46955043349919495,-0.0403823736964867,-0.13991985465252801,-0.399563036233232,0.0102000245505445,0.992235414205513,0.45701472594573295,-0.0279235711375967,0.0452733918755918,0.0288681760316146,0.0,0
820.0,-0.93748130851378908,0.40164880044346207,1.8826886939349199,-0.362000906413192,0.751088403396458,-0.89926233844323711,0.88055736482808411,-0.18165031297732998,-0.21165708989785198,-0.666698857826818,-0.343745846388087,-0.429063633477079,-1.32585737144635,0.10021292574060699,-0.14388642740512303,-0.61343446203626706,0.130665354538906,-0.98896903279473092,-0.829911523115769,-0.0564090721918242,-0.00175749977162436,0.0973792151772486,-0.324050317922226,0.43652110196776894,0.509673618133224,0.45411615981984293,-0.201804278541049,-0.175439014582613,0.0,0
912.0,1.0830028222097499,0.201588805942263,1.4976636731264,2.6619219972450696,-0.621255806886585,0.61855369644784608,-0.64414024723306207,0.310918930034439,0.125964035863016,0.45323987238862,-0.75502041079943,0.18404052641453103,-0.107568748226366,-0.361091286955654,-0.0372472936176861,0.33432118945278494,-0.129614597351314,-0.63384775558065887,-1.19957779935243,-0.20372614175298698,-0.0604332458594823,0.0096472684766100089,0.0770721059732234,0.0721412435320564,0.22074664804065197,-0.0134830255561542,0.0585964149881031,0.0320539065850142,0.0,0
1193.0,1.13064571363923,0.6253908086324389,0.83798713496050792,2.5065426111849196,-0.10711584410794099,-0.24554793552013396,0.09960314214064199,-0.0414565895316853,-0.867319308627592,0.62316477321017,0.111590882411065,0.503149219542329,0.727329490041208,0.174357772340476,0.684883218625957,0.29341232072629997,-0.288419298134927,-0.952502636687351,-1.49158969766224,-0.153059843881975,-0.017153643660555,-0.0143111366346421,0.0865594866244565,0.393496123381626,0.33206227629781604,-0.066378012522353,0.0138582336862935,0.0253819371654115,0.0,0
1443.0,1.07669964934738,0.136318699223954,1.45956758846995,2.7542052999126803,-0.64282346244644106,0.681681495683721,-0.64358516806686,0.35430861868432395,0.32571997233377503,0.40661020867265096,-0.999837208990072,0.00102691175192051,-0.77044275278012708,-0.35409441383189394,-0.57371056174118107,0.0789753720182086,0.12216634382472999,-0.812831361258335,-0.962203729624461,-0.253816150364729,-0.18260544931890196,-0.30274328842001,0.10353340906923501,0.0547462798726608,0.22555209844086,-0.059310632254080994,0.0552426527860942,0.0288153390186768,0.0,0
